,0,1
394,"chak no. 137/16l, mian channu, khanewal, punjab, pakistan","['Chak 137-16L, Khanewal, Punjab, Pakistan', 0.0, 30.3939055, 72.19122109999999]"
395,"chak no. 138 g.b, summundri, faisalabad, punjab, pakistan","['Chak 138 GB Bara Rasiana, Faisalabad, Punjab, Pakistan', 0.0, 31.1046735, 72.9091436]"
396,"chak no. 139-p, rahim yar khan, rahim yar khan, punjab, pakistan","['Chak No. 139, Sargodha, Punjab, Pakistan', 0.0, 31.7338325, 72.39992289999999]"
397,"chak no. 139 r.b, chak jhumra, faisalabad, punjab, pakistan","['Chak Jhumra Railway Station, Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5698496, 73.18714]"
398,"chak no. 14 m b, khushab, khushab, punjab, pakistan","['Chak 14 MB, Khushab, Punjab, Pakistan', 0.0, 32.1650006, 71.8764032]"
399,"chak no. 14/1 al, renala khurd, okara, punjab, pakistan","['Chak No 14/1.A.L, Okara, Punjab, Pakistan', 0.0, 30.89837369999999, 73.6639223]"
400,"chak no. 14/8-ar, mian channu, khanewal, punjab, pakistan","['Chak No 133/16-L Bus Stop, Chak 133 16-L Amrat Nagar, Khanewal, Punjab, Pakistan', 0.0, 30.4139363, 72.275448]"
401,"chak no. 140/10, jahanian, khanewal, punjab, pakistan","['Chak No. 140/10.R, Khanewal, Punjab, Pakistan', 0.0, 30.0167614, 71.75779969999999]"
402,"chak no. 142/6r, haroonabad, bahawalnagar, punjab, pakistan","['Chak 142, Sargodha, Punjab, Pakistan', 0.0, 31.9484325, 72.6602037]"
403,"chak no. 142/g.b, summundri, faisalabad, punjab, pakistan","['Chak 142, Sargodha, Punjab, Pakistan', 0.0, 31.9484325, 72.6602037]"
404,"chak no. 146 r.b, chak jhumra, faisalabad, punjab, pakistan","['Khewa 146 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.60524999999999, 73.26621589999999]"
405,"chak no. 147 g.b, jaranwala, faisalabad, punjab, pakistan","['Chak 147 GB Jhok Balaqi, Faisalabad, Punjab, Pakistan', 0.0, 31.2648729, 73.46737159999999]"
406,"chak no. 149/10r, jahanian, khanewal, punjab, pakistan","['Chak 149/10 R, Khanewal, Punjab, Pakistan', 0.0, 30.0852431, 71.82229579999999]"
407,"chak no. 15/1 r, okara, okara, punjab, pakistan","['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]"
408,"chak no. 15/1r, haroonabad, bahawalnagar, punjab, pakistan","['Chak No 15/1R, Okara, Punjab, Pakistan', 0.0, 30.9433296, 73.5373266]"
409,"chak no. 15/w.b, mailsi, vehari, punjab, pakistan","['Multan - Vehari Rd, Chak 108 WB, Vehari, Punjab, Pakistan', 0.0, 30.0701045, 72.0266839]"
410,"chak no. 15/w.b, vehari, vehari, punjab, pakistan","['Chak 15/8 L, Vehari, Punjab, Pakistan', 0.0, 30.0770678, 72.4714121]"
411,"chak no. 151/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 151 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9507641, 72.55227769999999]"
412,"chak no. 151/r.b bharolianwala, jaranwala, faisalabad, punjab, pakistan","['Faisalabad, Punjab, Pakistan', 0.0, 31.5746909, 73.2979311]"
413,"chak no. 152 shumali, sillanwali, sargodha, punjab, pakistan","['Chak No. 152/9-L, Sahiwal District, Punjab, Pakistan', 0.0, 30.4815337, 72.98628529999999]"
414,"chak no. 152/2-l, haroonabad, bahawalnagar, punjab, pakistan","['Chak No. 152/2L, Bahawalnagar, Punjab, Pakistan', 0.0, 29.4755403, 73.1932238]"
415,"chak no. 153, chiniot, chiniot, punjab, pakistan","['Chak No 153JB, Chiniot, Punjab, Pakistan', 0.0, 31.5557812, 72.87446609999999]"
416,"chak no. 154 g.b, gojra, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
417,"chak no. 155/r.b, chak jhumra, faisalabad, punjab, pakistan","['Faisalabad, Punjab, Pakistan', 0.0, 31.5780183, 73.2466845]"
418,"chak no. 155/w.b, vehari, vehari, punjab, pakistan","['Unnamed Rd, Pakistan', 0.0, 30.0334733, 72.3842815]"
419,"chak no. 156 r.b, chak jhumra, faisalabad, punjab, pakistan","['Chak No 156 RB Dher Bus Stop, Chak Jhumra Rd, Chak 136 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.5711225, 73.27324039999999]"
420,"chak no. 157/10-r, jahanian, khanewal, punjab, pakistan","['Chak No.151/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1266558, 71.8437916]"
421,"chak no. 158 g.b, gojra, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
422,"chak no. 159 r.b, chak jhumra, faisalabad, punjab, pakistan","['Bilal Nagar, Faisalabad, Punjab, Pakistan', 0.0, 31.6249857, 73.16077520000002]"
423,"chak no 16/w.b, vehari, vehari, punjab, pakistan","['Chak No 16 Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.44504, 73.32591889999999]"
424,"chak no. 161/g.b, gojra, toba tek singh, punjab, pakistan","['Chak No 161 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0131639, 72.6720284]"
425,"chak no. 164/7r, haroonabad, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
426,"chak no. 164/t.d.a, leiah, leiah, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
427,"chak no. 166/e.b, vehari, vehari, punjab, pakistan","['Chak Number 555/EB, Vehari, Punjab, Pakistan', 0.0, 30.0971366, 72.5281522]"
428,"chak no. 167/7-r, fortabbas, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
429,"chak no. 168/9 l, chichawatni, sahiwal, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
430,"chak no. 169 murad, chishtian, bahawalnagar, punjab, pakistan","['Chak No. 169 NB, Sargodha, Punjab, Pakistan', 0.0, 31.6967567, 72.4450467]"
431,"chak no. 17 ghagh, shorkot, jhang, punjab, pakistan","['Chak No 17, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4542672, 73.322971]"
432,"chak no. 170 g.b, summundri, faisalabad, punjab, pakistan","['Chak 170 GB Kutruwal, Faisalabad, Punjab, Pakistan', 0.0, 31.1406986, 73.1917489]"
433,"chak no. 171/10r, khanewal, khanewal, punjab, pakistan","['Chak No.166/10-R Near Adda Mehar Shah, Khanewal, 58150, Pakistan', 0.0, 30.23985, 71.88844999999999]"
434,"chak no. 172/t.d.a, leiah, leiah, punjab, pakistan","['Layyah, Punjab, Pakistan', 0.0, 30.9693492, 70.94279139999999]"
435,"chak no. 173/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
436,"chak no. 175/g.b, summundri, faisalabad, punjab, pakistan","['Chak No.175, Jhang, Punjab, Pakistan', 0.0, 31.3248903, 72.5093906]"
437,"chak no. 176/7r, fortabbas, bahawalnagar, punjab, pakistan","['Chak No 181/7-R (E), Bahawalnagar, Punjab, Pakistan', 0.0, 29.2961635, 72.8570866]"
438,"chak no. 177 murad, chishtian, bahawalnagar, punjab, pakistan","['Chak 177 Murad, Bahawalnagar, Punjab, Pakistan', 0.0, 29.5494305, 72.8072342]"
439,"chak no. 178 g.b, gojra, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
440,"chak no. 17d.n.b, yazman, bahawalpur, punjab, pakistan","['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]"
441,"chak no. 18/1 l, renala khurd, okara, punjab, pakistan","['Chak 18/1L lakhoki, Okara, Punjab, Pakistan', 0.0, 30.843846, 73.6146181]"
442,"chak no. 18/g.d, okara, okara, punjab, pakistan","['Chak No. 18/G.D., Okara, Punjab, Pakistan', 0.0, 30.9337979, 73.4430661]"
443,"chak no 180/r b, shah kot, nankana sahib, punjab, pakistan","['Tiwana Chak No 50, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5975278, 73.4629526]"
444,"chak no. 183 g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 183 GB Mian Kot, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.94696279999999, 72.645422]"
445,"chak no. 184 j.b, bhawana, chiniot, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
446,"chak no. 184/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 184 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8291509, 72.64320470000001]"
447,"chak no. 185/7r, fortabbas, bahawalnagar, punjab, pakistan","['Chak No. 185/7-R Khichiwala, Pakistan', 0.0, 29.330932, 72.95439859999999]"
448,"chak no. 186/r.b, chak jhumra, faisalabad, punjab, pakistan","['Chak No 156 RB Dher Bus Stop, Chak Jhumra Rd, Chak 136 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.5711225, 73.27324039999999]"
449,"chak no. 188 murad, hasilpur, bahawalpur, punjab, pakistan","['Chak 188/M, Bahawalpur, Punjab, Pakistan', 0.0, 29.4839511, 72.6690723]"
450,"chak no. 189g.b, toba tek singh, toba tek singh, punjab, pakistan","['Street - B, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8892402, 72.6172816]"
451,"chak no. 189r.b, chak jhumra, faisalabad, punjab, pakistan","['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]"
452,"chak no. 19/1 a.l akhter, renala khurd, okara, punjab, pakistan","['Chak 16-1/L, Okara, Punjab, Pakistan', 0.0, 30.8386061, 73.59032959999999]"
453,"chak no. 19/9r, khanewal, khanewal, punjab, pakistan","['Chak 19/9 R 5 Marla Scheme, Kacha Khuh, Khanewal, Punjab, Pakistan', 0.0, 30.3780667, 72.15531179999999]"
454,"chak no. 190 arbiwala, bhawana, chiniot, punjab, pakistan","['Arbiwala, Muzaffargarh, Punjab, Pakistan', 0.0, 29.92810679999999, 71.1708447]"
455,"chak no. 192 murad, hasilpur, bahawalpur, punjab, pakistan","['Chak No.192/W.B, Vehari, Punjab, Pakistan', 0.0, 29.9964349, 72.0108894]"
456,"chak no. 193g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
457,"chak no. 195r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak 190 RB Karari Kalan, Faisalabad, Punjab, Pakistan', 0.0, 31.5434535, 73.1570876]"
458,"chak no. 198/e.b, vehari, vehari, punjab, pakistan","['Chak No 198/EB, Vehari, Punjab, Pakistan', 0.0, 30.1615662, 72.391785]"
459,"chak no. 198/g.b, summundri, faisalabad, punjab, pakistan","['Faisalabad, Punjab, Pakistan', 0.0, 30.9111859, 72.7366852]"
460,"chak no. 199/8-r, fortabbas, bahawalnagar, punjab, pakistan","['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.193053, 72.8574558]"
461,"chak no. 199/e.b, burewala, vehari, punjab, pakistan","['Chak 199 EB, Vehari, Punjab, Pakistan', 0.0, 30.2287657, 72.76660629999999]"
462,"chak no. 199r.b gatt wala, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
463,"chak no. 19j.b, chak jhumra, faisalabad, punjab, pakistan","['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]"
464,"chak no. 1d.n.b, yazman, bahawalpur, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
465,"chak no. 200/j.b, bhawana, chiniot, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
466,"chak no. 200r.b laathiana wala, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
467,"chak no. 201 murad, chishtian, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
468,"chak no. 201g.b, summundri, faisalabad, punjab, pakistan","['Samundri, Faisalabad, Punjab, Pakistan', 0.0, 31.0646216, 72.9519622]"
469,"chak no. 202r.b, faisalabad city, faisalabad, punjab, pakistan","['Chak No 232 RB Rd, Chak 232 Rb, Faisalabad, Punjab, Pakistan', 0.0, 31.36053099999999, 73.04205859999999]"
470,"chak no. 203g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
471,"chak no. 205g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
472,"chak no. 205g.b, summundri, faisalabad, punjab, pakistan","['Chak 205 GB Rattar Chattar, Faisalabad, Punjab, Pakistan', 0.0, 30.9590669, 72.7791648]"
473,"chak no. 208/j.b, bhawana, chiniot, punjab, pakistan","['Chak No 208/9R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.2945281, 72.99772519999999]"
474,"chak no. 208r.b, faisalabad city, faisalabad, punjab, pakistan","['208 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.4254166, 73.16593780000001]"
475,"chak no. 209/9r, fortabbas, bahawalnagar, punjab, pakistan","['Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.193053, 72.8574558]"
476,"chak no. 20j.b, chak jhumra, faisalabad, punjab, pakistan","['Chak No 20 J.B Khanki, Faisalabad, Punjab, Pakistan', 0.0, 31.6739989, 73.1342229]"
477,"chak no. 214g.b, summundri, faisalabad, punjab, pakistan","['Chak 217 GB Gujjar Pind, Faisalabad, Punjab, Pakistan', 0.0, 31.0168324, 72.8611481]"
478,"chak no. 219r.b, faisalabad city, faisalabad, punjab, pakistan","['Chak no.219 RB Mulvayanwala, Faisalabad, Punjab, Pakistan', 0.0, 31.4153547, 73.0095336]"
479,"chak no. 22/1 al, renala khurd, okara, punjab, pakistan","[', Punjab, Pakistan', 0.0, 30.8925365, 73.62816459999999]"
480,"chak no. 220r.b, faisalabad city, faisalabad, punjab, pakistan","['Judge Wala, 1 Saani Rd, Faisalabad, Punjab, Pakistan', 0.0, 31.4179331, 73.04047349999999]"
481,"chak no. 222r.b, faisalabad city, faisalabad, punjab, pakistan","['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]"
482,"chak no. 223/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
483,"chak no. 225/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
484,"chak no. 225g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
485,"chak no. 226/7r, fortabbas, bahawalnagar, punjab, pakistan","['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]"
486,"chak no. 226g.b, summundri, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
487,"chak no. 226r.b malkhanwala, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
488,"chak no. 228g.b nara dada, summundri, faisalabad, punjab, pakistan","['Chak No 228 GB Naradada, Faisalabad, Punjab, Pakistan', 0.0, 31.0911091, 72.87074799999999]"
489,"chak no. 229r.b makoana, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
490,"chak no. 22d.n.b, yazman, bahawalpur, punjab, pakistan","['Chak 114/DNB, Bahawalpur, Punjab, Pakistan', 0.0, 29.0777983, 71.4855913]"
491,"chak no. 22g.b, jaranwala, faisalabad, punjab, pakistan","['Chak 22 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.2780374, 73.3723433]"
492,"chak no. 23/2 l, renala khurd, okara, punjab, pakistan","['23/2-L, Okara, Punjab, Pakistan', 0.0, 30.8448039, 73.55205099999999]"
493,"chak no. 23/3r, haroonabad, bahawalnagar, punjab, pakistan","['Chak 23/3R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.6266903, 73.03868299999999]"
494,"chak no. 235g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
495,"chak no. 239g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
496,"chak no. 240g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
497,"chak no. 24b.c, bahawalpur, bahawalpur, punjab, pakistan","['Punjab، Pakistan', 0.0, 29.239369, 71.72218099999999]"
498,"chak no. 250/j.b, jhang, jhang, punjab, pakistan","['Chak 250 JB, Jhang, Punjab, Pakistan', 0.0, 31.3697881, 72.6476393]"
499,"chak no. 251/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 251 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9373519, 72.68163559999999]"
500,"chak no. 253 r.b, faisalabad sadar, faisalabad, punjab, pakistan","[', Punjab, Pakistan', 0.0, 31.2905, 73.00627]"
501,"chak no. 256r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak 256 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.2822562, 72.9335068]"
502,"chak no.  257/e.b, burewala, vehari, punjab, pakistan","[', Punjab, Pakistan', 0.0, 30.1645022, 72.7578103]"
503,"chak no. 257/r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]"
504,"chak no. 258/r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak 258 RB Laman Pind, Faisalabad, Punjab, Pakistan', 0.0, 31.2397553, 73.0242932]"
505,"chak no. 260r.b jalandhar, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
506,"chak no. 262/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 262 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8286071, 72.5988541]"
507,"chak no. 267/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
508,"chak no. 268r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No 202 R.B Bhaiwala, Faisalabad Sangla Hill Road, Bhai Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.4685119, 73.1307073]"
509,"chak no. 269/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 269 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7771111, 72.59367929999999]"
510,"chak no. 27/4 l, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.7055165, 73.4012782]"
511,"chak no. 272 h r, fortabbas, bahawalnagar, punjab, pakistan","['272/H.R Rd, Fort Abbas, Bahawalnagar, Punjab, Pakistan', 0.0, 29.2067506, 72.8684237]"
512,"chak no. 273g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
513,"chak no. 275j.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
514,"chak no. 275r.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak 275 RB Kartarpur, Faisalabad, Punjab, Pakistan', 0.0, 31.1675849, 72.8205292]"
515,"chak no. 278/j.b, gojra, toba tek singh, punjab, pakistan","['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]"
516,"chak no 279 r b khurd, faisalabad city, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
517,"chak no. 27j.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
518,"chak no. 28 gajjiani, chishtian, bahawalnagar, punjab, pakistan","['Chak No. 28, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4127444, 73.16962529999999]"
519,"chak no. 281/j.b doakhari, gojra, toba tek singh, punjab, pakistan","['Chak 281 JB Dawakhary, Jhang, Punjab, Pakistan', 0.0, 31.2583883, 72.75921869999999]"
520,"chak no. 282g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
521,"chak no. 283g.b, jaranwala, faisalabad, punjab, pakistan","['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]"
522,"chak no. 284/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]"
523,"chak no. 284/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 288 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0420518, 72.5995933]"
524,"chak no. 287/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
525,"chak no. 290/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak No 286 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0593289, 72.6040287]"
526,"chak no. 291/e.b, burewala, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
527,"chak no. 292/r.b jhagian, sangla hill, nankana sahib, punjab, pakistan","['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]"
528,"chak no. 295/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 295 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9402074, 72.501256]"
529,"chak no. 296/g.b, toba tek singh, toba tek singh, punjab, pakistan","[', Punjab, Pakistan', 0.0, 30.9474971, 72.4531855]"
530,"chak no. 30/10r, khanewal, khanewal, punjab, pakistan","['Chak Number 30/10.R, Khanewal, Punjab, Pakistan', 0.0, 30.3072685, 72.1307485]"
531,"chak no. 30/3r, haroonabad, bahawalnagar, punjab, pakistan",[]
532,"chak no. 301/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 301 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0940487, 72.6542911]"
533,"chak no. 301/j.b, gojra, toba tek singh, punjab, pakistan","[', Punjab, Pakistan', 0.0, 30.9183937, 72.4066833]"
534,"chak no. 305/e.b, burewala, vehari, punjab, pakistan","['Chak 305 E.B., Vehari, Punjab, Pakistan', 0.0, 30.0924542, 72.78027279999999]"
535,"chak no. 30j.b, faisalabad sadar, faisalabad, punjab, pakistan","['Chak No. 279 RB Khurd Chak 279 Rb Khurd, Faisalabad, Punjab, Pakistan', 0.0, 31.4290608, 73.0338865]"
536,"chak no 31-b, rahim yar khan, rahim yar khan, punjab, pakistan","['Chak No 31/EB, Pakpattan, Punjab, Pakistan', 0.0, 30.2546924, 73.117995]"
537,"chak no. 31/2 r, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.6593444, 73.3703685]"
538,"chak no. 314/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 314 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.832325, 72.4450467]"
539,"chak no. 316/g.b, toba tek singh, toba tek singh, punjab, pakistan","[', Punjab, Pakistan', 0.0, 30.8602194, 72.3444171]"
540,"chak no. 316/j.b, gojra, toba tek singh, punjab, pakistan","['Chak 316 JB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.0908637, 72.56115009999999]"
541,"chak no. 32/2 l, okara, okara, punjab, pakistan","['Okara, Punjab, Pakistan', 0.0, 30.7336481, 73.5343403]"
542,"chak no. 323/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 323 JB Tarandi, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.99342699999999, 72.5093906]"
543,"chak no. 327/j.b, toba tek singh, toba tek singh, punjab, pakistan","['Toba Tek Singh, Punjab, Pakistan', 0.0, 30.9841334, 72.48450810000001]"
544,"chak no. 328/j.b, toba tek singh, toba tek singh, punjab, pakistan","['FW Centre Chak No . 328/JB T .T . Singh, Toba Tek Singh District, 36050, Pakistan', 0.0, 30.97006, 72.50071]"
545,"chak no. 32g.b, jaranwala, faisalabad, punjab, pakistan","['Chak 32 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.2433563, 73.1902741]"
546,"chak no. 33/1 al, renala khurd, okara, punjab, pakistan","['Chak No. 33/1-AL, Okara, Punjab, Pakistan', 0.0, 30.868204, 73.6734874]"
547,"chak no. 330/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 330 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7860385, 72.332593]"
548,"chak no. 333/g.b, toba tek singh, toba tek singh, punjab, pakistan","['Chak 333 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7998756, 72.391785]"
549,"chak no. 334/j.b, gojra, toba tek singh, punjab, pakistan","['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]"
550,"chak no. 335/w.b, mailsi, vehari, punjab, pakistan","['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]"
551,"chak no. 338/j.b, gojra, toba tek singh, punjab, pakistan","['FW Centre chak 338/JB, Mohalla Aashiqan e Mustafa, Naya Lahore, Toba Tek Singh District, Punjab 36120, Pakistan', 0.0, 31.32247, 72.72828]"
552,"chak no. 34/w.b, vehari, vehari, punjab, pakistan","['Chak No 291/E.B, Vehari, Punjab, Pakistan', 0.0, 30.10237489999999, 72.84637839999999]"
