,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
273,chak 174 wb, vehari, vehari,,"['Chak 174 WB, Vehari, Punjab, Pakistan', 0.0, 30.0401102, 72.155682]",95/wb,vehari,vehari,True,True,True,73,100,100,vehari,vehari,True,True
274,chak 175 eb, burewala, vehari,,"['Chak 175 EB, Vehari, Punjab, Pakistan', 0.0, 30.2870122, 72.8825627]",173/eb,burewala,vehari,True,True,True,73,100,100,burewala,vehari,True,True
275,chak 175 rb, shah kot, nankana sahib,,"['Chak No. 175 R.B, Nankana Sahib, Punjab, Pakistan', 0.0, 31.599094, 73.616826]",manawala kir,sheikhupura,sheikhupura,False,False,False,55,33,27,safdarabad,sheikhupura,False,True
276,chak 177wb, mailsi, vehari,,"['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]",burana khas,mailsi,vehari,False,True,True,17,100,100,mailsi,vehari,True,True
277,chak 18 rb, sangla hill, nankana sahib,,"['Rukh Mundeke Khurd, Kasur, Punjab, Pakistan', 0.0, 31.10182439999999, 74.0549812]",mandekay,chunian,kasur,False,False,False,30,29,40,safdarabad,sheikhupura,False,False
278,chak 184 jb, bhawana, chiniot,,"['Bhawana, Chiniot, Punjab, Pakistan', 0.0, 31.5659069, 72.64468289999999]",kalri,lalian,chiniot,False,False,True,29,50,100,bhawana,chiniot,False,True
279,chak 187 eb, burewala, vehari,,"['Gaggoo Mandi, Vehari, Punjab, Pakistan', 0.0, 30.2268171, 72.8274438]",173/eb,burewala,vehari,False,True,True,18,100,100,burewala,vehari,True,True
280,chak 188wb, mailsi, vehari,,"['Chak No 188/WB, Vehari, Punjab, Pakistan', 0.0, 29.9865847, 72.0327425]",sandhal,mailsi,vehari,False,True,True,60,100,100,mailsi,vehari,True,True
281,chak 191 eb, burewala, vehari,,"['Chak 191 EB, Vehari, Punjab, Pakistan', 0.0, 30.2543179, 72.805757]",173/eb,burewala,vehari,True,True,True,73,100,100,burewala,vehari,True,True
282,chak 194 wb, mailsi, vehari,,"['194/W.B, Vehari, Punjab, Pakistan', 0.0, 29.9757065, 72.01496379999999]",sandhal,mailsi,vehari,False,True,True,46,100,100,mailsi,vehari,True,True
283,chak 195 jb, bhawana, chiniot,,"['Chak 195, Bahawalnagar, Punjab, Pakistan', 0.0, 29.36841769999999, 73.1489746]",chak no. 199,fortabbas,bahawalnagar,False,False,False,88,25,25,bhawana,chiniot,False,False
284,chak 201 eb, burewala, vehari,,"['Chak 201 EB, Vehari, Punjab, Pakistan', 0.0, 30.2015962, 72.7673451]",199/eb,burewala,vehari,True,True,True,73,100,100,burewala,vehari,True,True
285,chak 208 jb, bhawana, chiniot,,"['208 RB, Faisalabad, Punjab, Pakistan', 0.0, 31.4254166, 73.16593780000001]",chak no. 209,faisalabad saddar,faisalabad,False,False,False,67,38,12,bhawana,chiniot,False,False
286,chak 21 rb, sangla hill, nankana sahib,,"['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]",langowal,safdarabad,sheikhupura,False,False,False,20,30,27,safdarabad,sheikhupura,True,True
287,chak 213 wb, mailsi, vehari,,"['Chak 213 WB, Vehari, Punjab, Pakistan', 0.0, 29.8589203, 71.9794035]",ali wah,mailsi,vehari,True,True,True,73,100,100,mailsi,vehari,True,True
288,chak 259 eb, burewala, vehari,,"['Dars Wali, Burewala, Vehari, Punjab, Pakistan', 0.0, 30.1707371, 72.7174746]",257/eb,burewala,vehari,False,True,True,22,100,100,burewala,vehari,True,True
289,chak 265 eb, burewala, vehari,,"['Chak 265/EB, Vehari, Punjab, Pakistan', 0.0, 30.1480424, 72.7643901]",257/eb,burewala,vehari,False,True,True,64,100,100,burewala,vehari,True,True
290,chak 289 eb, burewala, vehari,,"['Chak 289 EB, Vehari, Punjab, Pakistan', 0.0, 30.1239878, 72.8353005]",223/eb,burewala,vehari,True,True,True,73,100,100,burewala,vehari,True,True
291,chak 29 a, liaquat pur, rahim yar khan,,"['Chak 29 A Bara, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.912546, 70.9806851]",chak no 042/abs,liaquat pur,rahim yar khan,True,True,True,78,100,100,liaquat pur,rahim yar khan,True,True
292,chak 317 eb, burewala, vehari,,"['Chak 317/EB, Vehari, Punjab, Pakistan', 0.0, 30.060264, 72.77251629999999]",287/eb,burewala,vehari,False,True,True,64,100,100,burewala,vehari,True,True
293,chak 327 eb, burewala, vehari,,"['Chak 327 EB, Vehari, Punjab, Pakistan', 0.0, 30.1024875, 72.71710519999999]",257/eb,burewala,vehari,True,True,True,73,100,100,burewala,vehari,True,True
294,chak 40 rb, sangla hill, nankana sahib,,"['Sangla Hill, Nankana Sahib, Punjab, Pakistan', 0.0, 31.7116523, 73.3885526]",langowal,safdarabad,sheikhupura,False,False,False,20,30,27,safdarabad,sheikhupura,True,True
295,chak 403 eb, burewala, vehari,,"['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]",257/eb,burewala,vehari,False,True,True,12,100,100,burewala,vehari,True,True
296,chak 41 p, khanpur, rahim yar khan,,"['Chak 7/P, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.5890082, 70.6952872]",neel garh,khanpur,rahim yar khan,False,True,True,50,100,100,khanpur,rahim yar khan,True,True
297,chak 41 rb, sangla hill, nankana sahib,,"['Chak 41, Sheikhupura, Punjab, Pakistan', 0.0, 31.7175207, 74.32868669999999]",baoli jamada,ferozewala,sheikhupura,False,False,False,86,30,27,safdarabad,sheikhupura,False,True
298,chak 411 eb, burewala, vehari,,"['Burewala, Vehari, Punjab, Pakistan', 0.0, 30.15928389999999, 72.694262]",257/eb,burewala,vehari,False,True,True,12,100,100,burewala,vehari,True,True
299,chak 43/15 l, mian channu, khanewal,,"['Chak 43/15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4850443, 72.4302529]",123/7er,mian channu,khanewal,True,True,True,83,100,100,mian channu,khanewal,True,True
300,chak 44 rb, shah kot, nankana sahib,,"['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]",shahkot urba,safdarabad,sheikhupura,False,False,False,43,11,27,safdarabad,sheikhupura,True,True
301,chak 45 kb, burewala, vehari,,"['Chak 45/KB, Vehari, Punjab, Pakistan', 0.0, 30.0036112, 72.69752369999999]",291/eb,burewala,vehari,False,True,True,60,100,100,burewala,vehari,True,True
302,chak 45 rb, sangla hill, nankana sahib,,"['Chak 45, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.3434367, 73.25147199999999]",busal,malikwal,mandi bahauddin,False,False,False,86,38,43,safdarabad,sheikhupura,False,False
303,chak 451 eb, burewala, vehari,,"['Chak 451 Vehari, Punjab, Pakistan', 0.0, 30.1372547, 72.6509652]",yaqoobabad,burewala,vehari,False,True,True,82,100,100,burewala,vehari,True,True
304,chak 46 rb, sangla hill, nankana sahib,,"['Chak 46, Sargodha, Punjab, Pakistan', 0.0, 31.8823716, 72.7747325]",104 nb,sargodha,sargodha,False,False,False,86,50,38,safdarabad,sheikhupura,False,False
305,chak 47 kb, burewala, vehari,,"['Chak 47, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.2905967, 73.2020726]",kote hast kh,phalia,mandi bahauddin,False,False,False,86,55,43,burewala,vehari,False,False
306,chak 48 rb, shah kot, nankana sahib,,"['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]",shahkot urba,safdarabad,sheikhupura,False,False,False,43,11,27,safdarabad,sheikhupura,True,True
307,chak 5 rb, sangla hill, nankana sahib,,"['Nankana Rd, Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.5732716, 73.4855912]",shahkot urba,safdarabad,sheikhupura,False,False,False,33,30,27,safdarabad,sheikhupura,True,True
308,chak 52 kb, burewala, vehari,,"['Chak 52 WB, Vehari, Punjab, Pakistan', 0.0, 30.111284, 72.18529819999999]",78/wb,vehari,vehari,False,False,True,70,33,100,burewala,vehari,False,True
309,chak 6 a, liaquat pur, rahim yar khan,,"['Chak 6 A, Rahim Yar Khan, Punjab, Pakistan', 0.0, 29.0294642, 71.0044599]",chak no 010/abs,liaquat pur,rahim yar khan,True,True,True,75,100,100,liaquat pur,rahim yar khan,True,True
310,chak 64/10r, khanewal, khanewal,,"['Chak 64/10R, Khanewal, Punjab, Pakistan', 0.0, 30.1965191, 72.0268164]",80/10-r,khanewal,khanewal,True,True,True,82,100,100,khanewal,khanewal,True,True
311,chak 84 wb, mailsi, vehari,,"['Chak 84 WB, Vehari, Punjab, Pakistan', 0.0, 30.0607286, 72.12828429999999]",95/wb,vehari,vehari,True,False,True,70,33,100,mailsi,vehari,False,True
312,chak 87 p, rahim yar khan, rahim yar khan,,"['Chak 87/P New 26, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3675621, 70.3740105]",chak no 84/p,rahim yar khan,rahim yar khan,False,True,True,67,100,100,rahim yar khan,rahim yar khan,True,True
313,chak 89 rb, shah kot, nankana sahib,,"['Shahkot, Nankana Sahib, Punjab, Pakistan', 0.0, 31.57574769999999, 73.4814918]",shahkot urba,safdarabad,sheikhupura,False,False,False,43,11,27,safdarabad,sheikhupura,True,True
314,chak 96 eb, burewala, vehari,,"['Chak 96/EB, Vehari, Punjab, Pakistan', 0.0, 30.3529545, 72.811666]",98/eb (shokh,burewala,vehari,False,True,True,60,100,100,burewala,vehari,True,True
315,chak amro, shaker garh, narowal,,"['Chak Aamru, Narowal, Punjab, Pakistan', 0.0, 32.3741456, 75.1764262]",mangeri,shakargarh,narowal,False,False,True,78,80,100,shakargarh,narowal,True,True
316,chak amro, shakargarh, narowal,,"['Chak Aamru, Narowal, Punjab, Pakistan', 0.0, 32.3741456, 75.1764262]",mangeri,shakargarh,narowal,False,True,True,78,100,100,shakargarh,narowal,True,True
317,chak beedi, pakpattan, pakpattan,,"['Chak Bedi, Pakpattan, Punjab, Pakistan', 0.0, 30.4869793, 73.4975656]",chak noor mu,pakpattan,pakpattan,False,True,True,78,100,100,pakpattan,pakpattan,True,True
318,chak beli khan, rawalpindi, rawalpindi,,"['Chak Beli Khan, Rawalpindi, Punjab, Pakistan', 0.0, 33.2360035, 72.91209680000001]",None,rawalpindi tehsil,rawalpindi,True,False,True,79,91,100,rawalpindi tehsil,rawalpindi,True,True
319,chak dudhu, zafarwal, narowal,,"['Dudhu Chak, Narowal, Punjab, Pakistan', 0.0, 32.267253, 75.0246062]",chandowal,narowal,narowal,False,False,True,40,71,100,daska,narowal,False,True
320,chak hammta, lodhran, lodhran,,"['Chak Himta, Lodhran, Punjab, Pakistan', 0.0, 29.6387323, 71.59464919999999]",chat himta,lodhran,lodhran,False,True,True,70,100,100,lodhran,lodhran,True,True
321,chak hyderabad, nankana sahib, nankana sahib,,"['Chak Hyderabad, Nankana Sahib, Punjab, Pakistan', 0.0, 31.1828762, 73.5527872]",malika haji,nankana sahib,sheikhupura,True,True,False,86,100,27,nankana sahib,sheikhupura,True,True
322,chak hyderabad, kabirwala, khanewal,,"['Kabirwala, Khanewal, Punjab, Pakistan', 0.0, 30.4010623, 71.8630625]",kabirwala -,kabirwala,khanewal,False,True,True,33,100,100,kabirwala,khanewal,True,True
323,chak jalal din, rawalpindi, rawalpindi,,"['Girja Rd, Rawalpindi, Punjab, Pakistan', 0.0, 33.5753027, 73.0152799]",None,rawalpindi tehsil,rawalpindi,False,False,True,50,91,100,rawalpindi tehsil,rawalpindi,True,True
324,chak jani kalan, kharian, gujrat,,"['Jani Chak, Gujrat, Punjab, Pakistan', 0.0, 32.6054076, 73.8521981]",waraichan wa,kharian,gujrat,False,True,True,56,100,100,kharian,gujrat,True,True
325,chak jano kalan, phalia, mandi bahauddin,,"['Chak Jano Kalan, Mandi Bahauddin, Punjab, Pakistan', 0.0, 32.4507016, 73.7227774]",pindi kaloo,phalia,mandi bahauddin,True,True,True,80,100,100,phalia,mandi bahauddin,True,True
326,chak jhagna 12, aroop town, gujranwala,,"['Aroop, Gujranwala, Punjab, Pakistan', 0.0, 32.2214769, 74.2208673]",lohian wala,gujranwala saddar,gujranwala,False,False,True,0,27,100,gujranwala saddar,gujranwala,True,True
327,chak jhagna 12, gujranwala, gujranwala,,"['Chak Joyia Road, Gujranwala, Punjab, Pakistan', 0.0, 32.1592219, 74.3064085]",rakh kikran,gujranwala saddar,gujranwala,False,False,True,43,91,100,gujranwala city,gujranwala,False,True
328,chak jhamra 1, chak jhumra, faisalabad,,"['Chak Jhumra Railway Station, Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5698496, 73.18714]",chak no. 155,chak jumra,faisalabad,False,False,True,69,90,100,chak jumra,faisalabad,True,True
329,chak jhamra 2, chak jhumra, faisalabad,,"['Chak Jhumra Railway Station, Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5698496, 73.18714]",chak no. 155,chak jumra,faisalabad,False,False,True,69,90,100,chak jumra,faisalabad,True,True
330,chak kamala, gujrat, gujrat,,"['Chak Kamala, Gujrat, Punjab, Pakistan', 0.0, 32.7164442, 74.28395309999999]",habibpura,daska,sialkot,True,False,False,82,20,29,gujrat,gujrat,False,False
331,chak manjoon, gujrat, gujrat,,"['Chak Manju, Gujrat, Punjab, Pakistan', 0.0, 32.6157255, 74.14821859999999]",gujrat - 7,gujrat,gujrat,False,True,True,70,100,100,gujrat,gujrat,True,True
332,chak mubarak, bhalwal, sargodha,,"['Chak Mubarak, Sargodha, Punjab, Pakistan', 0.0, 32.4070074, 72.77620990000001]",ali pur,bhalwal,sargodha,True,True,True,83,100,100,bhalwal,sargodha,True,True
333,chak n. 24g.d, okara, okara,,"['Chak 51/2 L, 51/2-L, Okara, Punjab, Pakistan', 0.0, 30.7820738, 73.4990383]",chak 52/2l,okara,okara,False,True,True,45,100,100,okara,okara,True,True
334,chak no. (uc005-e), sadiqabad, rahim yar khan,,"['Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3110941, 70.1261227]",sadiqabad,sadiqabad,rahim yar khan,False,True,True,11,100,100,sadiqabad,rahim yar khan,True,True
335,chak no. (uc006-f), sadiqabad, rahim yar khan,,"['Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3110941, 70.1261227]",sadiqabad,sadiqabad,rahim yar khan,False,True,True,11,100,100,sadiqabad,rahim yar khan,True,True
336,chak no . 85/6 r, sahiwal, sahiwal,,"['Chak 86/6-R, Sahiwal District, Punjab, Pakistan', 0.0, 30.692143, 73.0973396]",85/6.r,sahiwal,sahiwal,False,True,True,45,100,100,sahiwal,sahiwal,True,True
337,chak no . 86/6 r, sahiwal, sahiwal,,"['Chak 86/6-R, Sahiwal District, Punjab, Pakistan', 0.0, 30.692143, 73.0973396]",85/6.r,sahiwal,sahiwal,False,True,True,45,100,100,sahiwal,sahiwal,True,True
338,chak no .435/eb, burewala, vehari,,"['Chak No 435/EB Burewala, Vehari, Punjab, Pakistan', 0.0, 30.177227, 72.69050349999999]",425/eb,burewala,vehari,False,True,True,67,100,100,burewala,vehari,True,True
339,chak no .483/eb, burewala, vehari,,"['Chak 483/EB Rd, Burewala, Vehari, Punjab, Pakistan', 0.0, 30.0755186, 72.5990549]",305/eb,burewala,vehari,False,True,True,57,100,100,burewala,vehari,True,True
340,chak no .537/eb, vehari, vehari,,"['Chak No 509 EB, Vehari, Punjab, Pakistan', 0.0, 30.2007472, 72.61659519999999]",499/eb,burewala,vehari,False,False,True,50,29,100,vehari,vehari,False,True
341,chak no .760 g.b, kamalia, toba tek singh,,"['Chak 285 GB, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.8551218, 72.5692828]",517/gb,toba tek singh,toba tek singh,False,False,True,45,38,100,kamalia,toba tek singh,False,True
342,chak no .86/wb, mailsi, vehari,,"['Chak 86 WB, Vehari, Punjab, Pakistan', 0.0, 30.0483126, 72.11939799999999]",95/wb,vehari,vehari,False,False,True,50,33,100,mailsi,vehari,False,True
343,chak no .99/6 r, sahiwal, sahiwal,,"['Chak No 99/D, Pakpattan, Punjab, Pakistan', 0.0, 30.4690562, 73.0918066]",112/9.l,sahiwal,sahiwal,False,True,True,75,100,100,sahiwal,sahiwal,True,True
344,chak no 008/nb, bhalwal, sargodha,,"['Chak No 8 N.B Bhalwal, Sargodha, Punjab, Pakistan', 0.0, 32.2704292, 72.905452]",8 nb,bhalwal,sargodha,False,True,True,50,100,100,bhalwal,sargodha,True,True
345,chak no 010/ml, bhalwal, sargodha,,"['Chak No 10 ML, Sargodha, Punjab, Pakistan', 0.0, 32.3575257, 72.9187415]",bhalwal - 4,bhalwal,sargodha,False,True,True,62,100,100,bhalwal,sargodha,True,True
346,chak no 010/nb, bhalwal, sargodha,,"['Chak No.10.NB, Sargodha, Punjab, Pakistan', 0.0, 32.2425294, 72.8729633]",8 nb,bhalwal,sargodha,False,True,True,54,100,100,bhalwal,sargodha,True,True
347,chak no 015/sb, bhalwal, sargodha,,"['Sargodha, Punjab, Pakistan', 0.0, 32.1956037, 72.83177409999999]",11 sb,bhalwal,sargodha,False,True,True,25,100,100,bhalwal,sargodha,True,True
348,chak no 018/nb, bhalwal, sargodha,,"['Chak No 18 N.B, Sargodha, Punjab, Pakistan', 0.0, 32.2604995, 72.8242221]",15 sb,bhalwal,sargodha,False,True,True,57,100,100,bhalwal,sargodha,True,True
349,chak no. 100/15l, mian channu, khanewal,,"['Chak No 133/16-L Bus Stop, Chak 133 16-L Amrat Nagar, Khanewal, Punjab, Pakistan', 0.0, 30.4139363, 72.275448]",14/8 ar,mian channu,khanewal,False,True,True,56,100,100,mian channu,khanewal,True,True
350,chak no 100/64, aroop town, gujranwala,,"['Chak No.100/W.B, Vehari, Punjab, Pakistan', 0.0, 30.0351414, 72.045335]",155/wb,vehari,vehari,False,False,False,64,0,17,gujranwala saddar,gujranwala,False,False
351,chak no 100/64, gujranwala, gujranwala,,"['Chak No.100/W.B, Vehari, Punjab, Pakistan', 0.0, 30.0351414, 72.045335]",155/wb,vehari,vehari,False,False,False,64,17,17,gujranwala city,gujranwala,False,False
352,chak no. 101 g.b poliani, jaranwala, faisalabad,,"['Chak 101 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.4272534, 73.3716065]",chak no. 76/,jaranwala,faisalabad,False,True,True,55,100,100,jaranwala,faisalabad,True,True
353,chak no. 101/6r, haroonabad, bahawalnagar,,"['Chak 101/6 R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.5168123, 73.05602329999999]",chak no. 142,haroonabad,bahawalnagar,False,True,True,58,100,100,haroonabad,bahawalnagar,True,True
354,chak no. 103 r.b phulai, jaranwala, faisalabad,,"['Chak No 103 R.B Phalahiwala [Dr. Naeem Akhtar Awan], Chak 103 RB Phalahi Wala, Faisalabad, Punjab, Pakistan', 0.0, 31.44964929999999, 73.3272882]",chak no. 106,jaranwala,faisalabad,False,True,True,70,100,100,jaranwala,faisalabad,True,True
355,chak no 105-p, rahim yar khan, rahim yar khan,,"['Chak, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3320198, 70.1161834]",roshan bhaint,sadiqabad,rahim yar khan,False,False,True,75,33,100,rahim yar khan,rahim yar khan,False,True
356,chak no. 105/6r, haroonabad, bahawalnagar,,"['Chak 73/4 R, Haroonabad, Bahawalnagar, Punjab, Pakistan', 0.0, 29.6016898, 73.1460243]",haroonabad c,haroonabad,bahawalnagar,False,True,True,45,100,100,haroonabad,bahawalnagar,True,True
357,chak no. 106 r.b chaudry wala, jaranwala, faisalabad,,"['Chak 106 RB Chaudrywala, Faisalabad, Punjab, Pakistan', 0.0, 31.4424223, 73.2927526]",chak no. 106,jaranwala,faisalabad,False,True,True,70,100,100,jaranwala,faisalabad,True,True
358,chak no. 106/10r, jahanian, khanewal,,"['Chak 106/10 R, Khanewal, Punjab, Pakistan', 0.0, 30.0760243, 71.8408268]",rahim shah,jehanian,khanewal,False,False,True,62,88,100,jehanian,khanewal,True,True
359,chak no. 106d.b, yazman, bahawalpur,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,50,43,71,yazman,bahawalpur,False,False
360,chak no. 106g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad,False,True,True,33,100,100,jaranwala,faisalabad,True,True
361,chak no. 106j.b, chak jhumra, faisalabad,,"['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]",chak no. 155,chak jumra,faisalabad,False,False,True,36,90,100,chak jumra,faisalabad,True,True
362,chak no. 109/6r, haroonabad, bahawalnagar,,"['109/6-R, Bahawalnagar, Punjab, Pakistan', 0.0, 29.5131191, 72.9527004]",faqirwali,haroonabad,bahawalnagar,False,True,True,77,100,100,haroonabad,bahawalnagar,True,True
363,chak no. 11/1 l, renala khurd, okara,,"['11/1-L, Okara, Punjab, Pakistan', 0.0, 30.8113491, 73.5792884]",chak 13/1-l,renala khurd,okara,False,True,True,67,100,100,renala khurd,okara,True,True
364,chak no 112/9l, sahiwal, sahiwal,,"['Sahiwal (Sahiwal), Punjab, Pakistan', 0.0, 30.6490124, 73.13496049999999]",78/5.r,sahiwal,sahiwal,False,True,True,21,100,100,sahiwal,sahiwal,True,True
365,chak no. 112g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad,False,True,True,33,100,100,jaranwala,faisalabad,True,True
366,chak no 113/10r, jahanian, khanewal,,"['Chak No.113/10R, Khanewal, Punjab, Pakistan', 0.0, 30.0486394, 71.80524640000002]",140/10-r,jehanian,khanewal,False,False,True,73,88,100,jehanian,khanewal,True,True
367,chak no. 115/15-l, mian channu, khanewal,,"['Chak No 115/15-L, Khanewal, Punjab, Pakistan', 0.0, 30.3874393, 72.3296331]",jarahi,mian channu,khanewal,False,True,True,81,100,100,mian channu,khanewal,True,True
368,chak no. 115g.b, jaranwala, faisalabad,,"['Chak 115 GB, Faisalabad, Punjab, Pakistan', 0.0, 31.2621634, 73.2477858]",chak no. 73/,jaranwala,faisalabad,False,True,True,55,100,100,jaranwala,faisalabad,True,True
369,chak no. 117d.b, yazman, bahawalpur,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,58,43,71,yazman,bahawalpur,False,False
370,chak no. 118 murad, chishtian, bahawalnagar,,"['Chak No.118/EB, Vehari, Punjab, Pakistan', 0.0, 30.3022002, 72.6587256]",403/eb,burewala,vehari,False,False,False,64,12,33,chishtian,bahawalnagar,False,False
371,chak no 118 shumali, sillanwali, sargodha,,"['Shumali, Sahiwal District, Punjab, Pakistan', 0.0, 30.6120041, 73.2455741]",67/5.l,sahiwal,sahiwal,False,False,False,86,57,43,sillanwali,sargodha,False,False
372,chak no. 12 gd, okara, okara,,"['12 G.D, Okara, Punjab, Pakistan', 0.0, 30.9775545, 73.5118493]",kaman,renala khurd,okara,False,False,True,55,50,100,okara,okara,False,True
373,chak no 12/rb, safdarabad, sheikhupura,,"['Sheikhupura, Punjab, Pakistan', 0.0, 31.5458674, 74.03609279999999]",marh bhan go,ferozewala,sheikhupura,False,False,True,18,40,100,safdarabad,sheikhupura,False,True
374,chak no. 122g.b, jaranwala, faisalabad,,"['Shahkot Rd، Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.450469, 73.4531485]",chak no. 97/,jaranwala,faisalabad,False,True,True,33,100,100,jaranwala,faisalabad,True,True
375,chak no. 123/7er, mian channu, khanewal,,"['Chak 123/7ER, Khanewal, Punjab, Pakistan', 0.0, 30.5560303, 72.4598398]",tulamba,mian channu,khanewal,False,True,True,58,100,100,mian channu,khanewal,True,True
376,chak no. 124/15l, mian channu, khanewal,,"['Chak No 124/ 15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4105624, 72.3806875]",jarahi,mian channu,khanewal,False,True,True,75,100,100,mian channu,khanewal,True,True
377,chak no. 125 j.b japay, chiniot, chiniot,,"['Chiniot Jhumra Road, Chiniot, Punjab, Pakistan', 0.0, 31.65782299999999, 73.06202979999999]",rajoa,chiniot,chiniot,False,True,True,32,100,100,chiniot,chiniot,True,True
378,chak no. 126/15l, mian channu, khanewal,,"['Chak No 126 / 15 L, Khanewal, Punjab, Pakistan', 0.0, 30.4260624, 72.3718091]",jarahi,mian channu,khanewal,False,True,True,75,100,100,mian channu,khanewal,True,True
379,chak no. 127/10r, jahanian, khanewal,,"['Chak 127/10R, Khanewal, Punjab, Pakistan', 0.0, 29.9304343, 71.68587509999999]",qutab pur,dunyapur,lodhran,False,False,False,58,25,43,jehanian,khanewal,False,False
380,chak no. 127r.b, chak jhumra, faisalabad,,"['Chak Jhumra, Faisalabad, Punjab, Pakistan', 0.0, 31.5628728, 73.1880618]",chak no. 155,chak jumra,faisalabad,False,False,True,36,90,100,chak jumra,faisalabad,True,True
381,chak no. 128 murad, chishtian, bahawalnagar,,"['Chak No 128 NB, Sargodha, Punjab, Pakistan', 0.0, 31.8357214, 72.49607929999999]",dera,sahiwal,sargodha,False,False,False,71,57,38,chishtian,bahawalnagar,False,False
382,chak no. 129/15-l, mian channu, khanewal,,"['Chak No 129/15-L, Khanewal, Punjab, Pakistan', 0.0, 30.4640433, 72.359231]",chogatta pan,mian channu,khanewal,False,True,True,81,100,100,mian channu,khanewal,True,True
383,chak no. 129/6r, haroonabad, bahawalnagar,,"['Chak 110/7 R, Sahiwal District, Punjab, Pakistan', 0.0, 30.57227199999999, 72.74074879999999]",8/11.l,chichawatni,sahiwal,False,False,False,42,27,71,haroonabad,bahawalnagar,False,False
384,chak no. 12bc, bahawalpur, bahawalpur,,"['Chak No.12 B.C(Alif), Bahawalpur, Punjab, Pakistan', 0.0, 29.3105235, 71.69329069999999]",chak no 024/bc,bahawalpur,bahawalpur,False,True,True,62,100,100,bahawalpur,bahawalpur,True,True
385,chak no 13 tareday wala, chunian, kasur,,"['Chak No 13/8.R, Khanewal, Punjab, Pakistan', 0.0, 30.4772966, 72.2992919]",chogatta pan,mian channu,khanewal,False,False,False,57,67,33,chunian,kasur,False,False
386,chak no. 13/1 l, renala khurd, okara,,"['Chak 13/1 L, Okara, Punjab, Pakistan', 0.0, 30.8063802, 73.5410078]",chak 52/2l,okara,okara,False,False,True,55,40,100,renala khurd,okara,False,True
387,chak no 13/rb, safdarabad, sheikhupura,,"['Chak No 13/8.R, Khanewal, Punjab, Pakistan', 0.0, 30.4772966, 72.2992919]",chogatta pan,mian channu,khanewal,False,False,False,69,18,40,safdarabad,sheikhupura,False,False
388,chak no. 131/15l, mian channu, khanewal,,"['Khewat No 47, Khatooni No 310-333, Mian Channu Bypass, Chak 131/15L, Mian Channu, Khanewal, Punjab 58000, Pakistan', 0.0, 30.4350119, 72.32324369999999]",14/8 ar,mian channu,khanewal,False,True,True,42,100,100,mian channu,khanewal,True,True
389,chak no. 132/2 a.r, okara, okara,,"['Okara, Punjab, Pakistan', 0.0, 30.8551289, 73.50809819999999]",chak 53/2l,okara,okara,False,True,True,40,100,100,okara,okara,True,True
