,UC_Survey,TEHSIL_Survey,DISTRICT_Survey,Column1,Google API Returned Value,UC_Shape,TEHSIL_Shape,DISTRICT_Shape,UC Match with Returned Address in Google API,Tehsil Match,District Match,fuzzyUC,fuzzyTehsil,fuzzyDistrict,Manaual Tehsil,Manaual District,crossMatchTehsil,crossMatchDistrict
2429,sukho, gujar khan, rawalpindi,,"['Sukho, Rawalpindi, Punjab, Pakistan', 0.0, 33.2528894, 73.17921249999999]",None,gujar khan tehsil,rawalpindi,True,False,True,80,91,100,gujar khan tehsil,rawalpindi,True,True
2430,sukho chak, shakargarh, narowal,,"['Suchkochack, Narowal, Punjab, Pakistan', 0.0, 32.381009, 75.2048762]",mangeri,shakargarh,narowal,False,True,True,70,100,100,shakargarh,narowal,True,True
2431,sukho chak, shaker garh, narowal,,"['Suchkochack, Narowal, Punjab, Pakistan', 0.0, 32.381009, 75.2048762]",mangeri,shakargarh,narowal,False,False,True,70,80,100,shakargarh,narowal,True,True
2432,sulaman town, burewala, vehari,,"['Suleman, Chiniot, Punjab, Pakistan', 0.0, 31.5189782, 72.53157449999999]",kot amir,lalian,chiniot,False,False,False,71,50,29,burewala,vehari,False,False
2433,sultan ayub qatal, dunyapur, lodhran,,"['Qatalpur, Lodhran, Punjab, Pakistan', 0.0, 29.8235736, 71.8102798]",237 wb,dunyapur,lodhran,False,True,True,50,100,100,dunyapur,lodhran,True,True
2434,sultan ke uc, allam iqbal town, lahore,,"['Sultanke, Lahore, Punjab, Pakistan', 0.0, 31.3227969, 74.1489525]",sultanke,lahore,lahore,False,False,True,88,33,100,lahore,lahore,True,True
2435,sultan ke uc, allama iqbal town, lahore,,"['Sultanke, Lahore, Punjab, Pakistan', 0.0, 31.3227969, 74.1489525]",sultanke,lahore,lahore,False,False,True,88,33,100,lahore,lahore,True,True
2436,sultan wala, jhang, jhang,,"['Mohalla Sultan Wala, Jhang Sadar, Jhang, Punjab, Pakistan', 0.0, 31.2717708, 72.3115028]",hasnanah,jhang,jhang,True,True,True,82,100,100,jhang,jhang,True,True
2437,syed, gujar khan, rawalpindi,,"['Sayed, Rawalpindi, Punjab, Pakistan', 0.0, 33.1100456, 73.0449551]",None,gujar khan tehsil,rawalpindi,False,False,True,75,91,100,gujar khan tehsil,rawalpindi,True,True
2438,taba sultan pur, mailsi, vehari,,"['Mailsi, Vehari, Punjab, Pakistan', 0.0, 29.7921021, 72.1771541]",burana khas,mailsi,vehari,False,True,True,33,100,100,mailsi,vehari,True,True
2439,taj colony, faisalabad city, faisalabad,,"['Taj Colony, Faisalabad, Punjab, Pakistan', 0.0, 31.4431989, 73.0921755]",chak no. 197,faisalabad saddar,faisalabad,True,False,True,80,69,100,faisalabad city,faisalabad,False,True
2440,taj park, burewala, vehari,,"['Lahore Rd, Block I, Housing Scheme, Burewala, Vehari, Punjab 61010, Pakistan', 0.0, 30.1628303, 72.6870264]",257/eb,burewala,vehari,False,True,True,25,100,100,burewala,vehari,True,True
2441,taj pur peer wala, rahim yar khan, rahim yar khan,,"['Pipal Wala, Liāqatpur, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.9392591, 70.945392]",chak no 042/abs,liaquat pur,rahim yar khan,False,False,True,50,27,100,rahim yar khan,rahim yar khan,False,True
2442,taj pura, lahore city, lahore,,"['Tajpura, Lahore, Punjab, Pakistan', 0.0, 31.5611865, 74.4071271]",tajpura,lahore,lahore,False,False,True,86,100,100,lahor,lahore,False,True
2443,takht pari, rawalpindi, rawalpindi,,"['Takhat Pari, Rawalpindi, Islamabad Capital Territory, Pakistan', 0.0, 33.4755253, 73.151556]",None,rawalpindi tehsil,rawalpindi,False,False,True,80,91,100,rawalpindi tehsil,rawalpindi,True,True
2444,tala gang 1, tala gang, chakwal,,"['Talagang, Chakwal, Punjab, Pakistan', 0.0, 32.917193, 72.40806049999999]",talagang cit,talagang,chakwal,False,False,True,88,88,100,talagang,chakwal,True,True
2445,talwandi bhindran, narowal, narowal,,"['Talwandi Bhindran, Narowal, Punjab, Pakistan', 0.0, 32.0975375, 74.6898085]",baddomalhi,narowal,narowal,True,True,True,88,100,100,narowal,narowal,True,True
2446,talwandi inayat khan, pasrur, sialkot,,"['Talwandi Inayat Khan, Sialkot, Punjab, Pakistan', 0.0, 32.2318362, 74.66126840000001]",pasroor - 2,pasrur,sialkot,True,True,True,85,100,100,pasrur,sialkot,True,True
2447,talwandi khajoorwali, aroop town, gujranwala,,"['Talwandi Khajoorwali, Gujranwala, Punjab, Pakistan', 0.0, 32.2780932, 74.1988555]",wanianwala,gujranwala saddar,gujranwala,True,False,True,90,27,100,gujranwala saddar,gujranwala,True,True
2448,talwandi khajoorwali, gujranwala, gujranwala,,"['Talwandi Khajoorwali, Gujranwala, Punjab, Pakistan', 0.0, 32.2780932, 74.1988555]",wanianwala,gujranwala saddar,gujranwala,True,False,True,90,91,100,gujranwala city,gujranwala,False,True
2449,talwandi musa khan, gujranwala, gujranwala,,"['Talwandi Musa Khan, Gujranwala, Punjab, Pakistan', 0.0, 32.1912595, 74.298621]",rakh kikran,gujranwala saddar,gujranwala,True,False,True,83,91,100,gujranwala city,gujranwala,False,True
2450,talwandi musa khan, nandi pur town, gujranwala,,"['Nandipur, Gujranwala, Punjab, Pakistan', 0.0, 32.2563141, 74.2637827]",bhatti bango,gujranwala saddar,gujranwala,False,False,True,62,27,100,gujranwala saddar,gujranwala,True,True
2451,talwandi rahawali, aroop town, gujranwala,,"['Talwandi Rahwali Rahwali Cantonments, Gujranwala, Punjab, Pakistan', 0.0, 32.254478, 74.15540299999999]",gondalan wal,gujranwala saddar,gujranwala,False,False,True,82,27,100,gujranwala saddar,gujranwala,True,True
2452,talwandi rahawali, gujranwala, gujranwala,,"['Talwandi Rahwali Rahwali Cantonments, Gujranwala, Punjab, Pakistan', 0.0, 32.254478, 74.15540299999999]",gondalan wal,gujranwala saddar,gujranwala,False,False,True,82,91,100,gujranwala city,gujranwala,False,True
2453,taman laghari, d.g khan (tribal area), dera ghazi khan,,"['Taman, Krasnodar Krai, Russia, 353555', 0.0, 45.2120206, 36.7102871]",Not Found,Not Found,Not Found,False,False,False,80,22,22,dera ghazi khan,dera ghazi khan,False,False
2454,taman qaisraani, d.g khan (tribal area), dera ghazi khan,,"['Taman, Krasnodar Krai, Russia, 353555', 0.0, 45.2120206, 36.7102871]",Not Found,Not Found,Not Found,False,False,False,80,22,22,dera ghazi khan,dera ghazi khan,False,False
2455,tamber market, multan city, multan,,"['Timber Market, Multan, Punjab, Pakistan', 0.0, 30.1773518, 71.4559097]",unknown_1,multan city,multan,False,True,True,77,100,100,multan city,multan,True,True
2456,tanda, gujrat, gujrat,,"['Tanda, Gujrat, Punjab, Pakistan', 0.0, 32.7037084, 74.3675446]",kulloowal,sialkot,sialkot,True,False,False,80,29,29,gujrat,gujrat,False,False
2457,tandalyanwala urban, tandlian wala, faisalabad,,"['Tāndliānwāla, Faisalabad, Punjab, Pakistan', 0.0, 31.0368217, 73.1379109]",chak no. 429,tandlianwala,faisalabad,False,False,True,58,92,100,tandlianwala,faisalabad,True,True
2458,tarahia, rawalpindi, rawalpindi,,"['Rawalpindi, Punjab, Pakistan', 0.0, 33.5651107, 73.0169135]",dhamial,rawalpindi tehsil,rawalpindi,False,False,True,43,91,100,rawalpindi tehsil,rawalpindi,True,True
2459,tarap, jand, attock,,"['Tarap, Attock, Punjab, Pakistan', 0.0, 33.0545788, 71.9060471]",kot gulla,talagang,chakwal,True,False,False,80,40,29,jand,attock,False,False
2460,tareet, murree, rawalpindi,,"['Tret, Abbottabad, Punjab, Pakistan', 0.0, 33.8330834, 73.2927526]",None,murree tehsil,rawalpindi,False,False,True,75,86,100,murree tehsil,rawalpindi,True,True
2461,tarkhana murida, shaker garh, narowal,,"['Narowal, Punjab, Pakistan', 0.0, 32.3543705, 75.1569128]",kulah,shakargarh,narowal,False,False,True,43,80,100,shakargarh,narowal,True,True
2462,tatar chachar, khanpur, rahim yar khan,,"['Jamia Masjid Chowk Zahir Pir, Khanpur Rd, Zāhir Pīr, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.8038546, 70.5391178]",urban_8,khanpur,rahim yar khan,False,True,True,38,100,100,khanpur,rahim yar khan,True,True
2463,tattar wala, jampur, rajanpur,,"['Tattar, Okara, Punjab, Pakistan', 0.0, 31.110975, 73.61535409999999]",malika haji,nankana sahib,sheikhupura,False,False,False,83,29,33,jampur,rajanpur,False,False
2464,taxila cantt, taxila, rawalpindi,,"['Taxila Cantt, Taxila, Rawalpindi, Pakistan', 0.0, 33.7260418, 72.8308692]",None,taxila tehsil,rawalpindi,True,False,True,83,86,100,taxila tehsil,rawalpindi,True,True
2465,tehmoor shaheed colony, vehari, vehari,,"['Shaheed Officers Colony Lalkurti, Rawalpindi, Punjab 46000, Pakistan', 0.0, 33.5774818, 73.0541786]",jhanda chichi,rawalpindi tehsil,rawalpindi,False,False,False,59,57,29,vehari,vehari,False,False
2466,thal bakohal, sarai alamgir, gujrat,,"['Bakohal Jattan, Gujrat, Punjab, Pakistan', 0.0, 32.964374, 73.90805809999999]",besa khurd,sarai alamgir,gujrat,False,True,True,52,100,100,sarai alamgir,gujrat,True,True
2467,thal hassan, rahim yar khan, rahim yar khan,,"['Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4211565, 70.2988744]",rahim yar khan,rahim yar khan,rahim yar khan,False,True,True,45,100,100,rahim yar khan,rahim yar khan,True,True
2468,thatha khalil, taxila, rawalpindi,,"['Thatta Khalil, Rawalpindi, Punjab, Pakistan', 0.0, 33.6662503, 72.7540473]",None,taxila tehsil,rawalpindi,False,False,True,77,86,100,taxila tehsil,rawalpindi,True,True
2469,thatha khero mithal, pindi bhattian, hafizabad,,"['Thatta Khairo Matmal, Hafizabad, Punjab, Pakistan', 0.0, 31.8919282, 73.3399209]",pindi battia,pindi bhattian,hafizabad,False,True,True,63,100,100,pindi bhattian,hafizabad,True,True
2470,thatha muhammad shah, bhawana, chiniot,,"['Thatta Mohammad Shah, Jhang, Punjab, Pakistan', 0.0, 31.53619329999999, 72.536011]",kot amir,lalian,chiniot,False,False,True,75,50,100,bhawana,chiniot,False,True
2471,thatha sadiq abad, jahanian, khanewal,,"['Thatha Sadiq Abad, Khanewal, Punjab, Pakistan', 0.0, 29.972062, 71.659919]",136/10-r,jehanian,khanewal,True,False,True,82,88,100,jehanian,khanewal,True,True
2472,thathi, gujar khan, rawalpindi,,"['Thathi, Rawalpindi, Punjab, Pakistan', 0.0, 33.2583832, 73.51909010000001]",None,gujar khan tehsil,rawalpindi,True,False,True,83,91,100,gujar khan tehsil,rawalpindi,True,True
2473,thathi noor, bhalwal, sargodha,,"['Thathi Noor Rd, Sargodha, Punjab, Pakistan', 0.0, 32.3945117, 72.99341079999999]",rato kala,bhalwal,sargodha,True,True,True,82,100,100,bhalwal,sargodha,True,True
2474,thatiala, faisalabad sadar, faisalabad,,"['Faisalabad Saddar, Faisalabad, Punjab, Pakistan', 0.0, 31.4249914, 73.111356]",faisalabad c,faisalabad city,faisalabad,False,False,True,62,73,100,faisalabad saddar,faisalabad,False,True
2475,thauha mahran khan, tala gang, chakwal,,"['Thuya Muharram Khan (تھویا محرم خان ), Chakwal, Punjab, Pakistan', 0.0, 32.7632643, 72.2891412]",thuha mahram,talagang,chakwal,False,False,True,61,88,100,talagang,chakwal,True,True
2476,thotha rai bahadur, kharian, gujrat,,"['Thutha Rai Bahadur, Gujrat, Punjab, Pakistan', 0.0, 32.886191, 73.9918181]",achh,kharian,gujrat,False,True,True,78,100,100,kharian,gujrat,True,True
2477,tiba masaud pur, multan city, multan,,[],Not Found,Not Found,Not Found,False,False,False,-1,22,43,multan city,multan,False,False
2478,tibba mustaqil darmiani, kot addu, muzaffargarh,,"['Main G.T. Road, Kot Addu, Muzaffargarh, Punjab, Pakistan', 0.0, 30.4714563, 70.9651244]",unknown_18,kot addu,muzaffargarh,False,True,True,29,100,100,kot addu,muzaffargarh,True,True
2479,tibbi waghawar, sadiqabad, rahim yar khan,,"['Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.2875, 70.1166667]",sadiqabad,sadiqabad,rahim yar khan,False,True,True,33,100,100,sadiqabad,rahim yar khan,True,True
2480,toba qalandar shah, bahawalnagar, bahawalnagar,,"['Toba Qalander Shah, Bahawalnagar, Punjab, Pakistan', 0.0, 30.08008569999999, 73.3038086]",fidaey shah,minchinabad,bahawalnagar,False,False,True,78,36,100,bahawalnagar,bahawalnagar,False,True
2481,tonsa 1, taunsa, dera ghazi khan,,"['Byco Petrol pump indus high way Tonsa, Pakistan', 0.0, 30.6988988, 70.6349941]",makwal kalan,taunsa,dera ghazi khan,False,True,True,57,100,100,taunsa,dera ghazi khan,True,True
2482,tote said bloch, mailsi, vehari,,[],Not Found,Not Found,Not Found,False,False,False,-1,14,14,mailsi,vehari,False,False
2483,town committee abdulhakeem 1, kabirwala, khanewal,,"['Abdul Hakīm, Khanewal, Punjab, Pakistan', 0.0, 30.5511186, 72.1356893]",abdul hakem,kabirwala,khanewal,False,True,True,64,100,100,kabirwala,khanewal,True,True
2484,town committee abdulhakeem 2, kabirwala, khanewal,,"['Abdul Hakīm, Khanewal, Punjab, Pakistan', 0.0, 30.5511186, 72.1356893]",abdul hakem,kabirwala,khanewal,False,True,True,64,100,100,kabirwala,khanewal,True,True
2485,town committee kabir wala 1, kabirwala, khanewal,,"['Kabirwala, Khanewal, Punjab, Pakistan', 0.0, 30.4010623, 71.8630625]",kabirwala -,kabirwala,khanewal,False,True,True,89,100,100,kabirwala,khanewal,True,True
2486,town committee kabir wala 2, kabirwala, khanewal,,"['Kabirwala, Khanewal, Punjab, Pakistan', 0.0, 30.4010623, 71.8630625]",kabirwala -,kabirwala,khanewal,False,True,True,89,100,100,kabirwala,khanewal,True,True
2487,town committee khairpur tamewali, khairpur tamewali, bahawalpur,,[],Not Found,Not Found,Not Found,False,False,False,-1,11,11,khairpur tamewali,bahawalpur,False,False
2488,town committee khararyanwala, jaranwala, faisalabad,,"['Jaranwala, Faisalabad, Punjab, Pakistan', 0.0, 31.3453951, 73.4298073]",chak no. 147,jaranwala,faisalabad,False,True,True,89,100,100,jaranwala,faisalabad,True,True
2489,town committee oach sharif, ahmadpur east, bahawalpur,,"['Ahmedpur East, Bahawalpur, Punjab, Pakistan', 0.0, 29.1459, 71.2517835]",mehrabwala,ahmadpur east,bahawalpur,False,True,True,31,100,100,ahmadpur east,bahawalpur,True,True
2490,town committee sama satha9, bahawalpur, bahawalpur,,"['House # 6-B, Street No. 8, Near HBL Chowk, Model Town A, Bahawalpur, Pakistan', 0.0, 29.3912048, 71.657504]",raman,bahawalpur,bahawalpur,False,True,True,27,100,100,bahawalpur,bahawalpur,True,True
2491,town committee saray sadho, kabirwala, khanewal,,"['Sarai Sidhu, Khanewal, Punjab, Pakistan', 0.0, 30.5926586, 71.957917]",bagar sargan,kabirwala,khanewal,False,True,True,55,100,100,kabirwala,khanewal,True,True
2492,town ship, allam iqbal town, lahore,,"['Allama Iqbal Town, Lahore, Punjab, Pakistan', 0.0, 31.512412, 74.2844714]",sikandar block,lahore,lahore,False,False,True,33,33,100,lahore,lahore,True,True
2493,town ship, lahore city, lahore,,"['Township, Lahore, Punjab, Pakistan', 0.0, 31.4501121, 74.3088879]",maryam colony,lahore,lahore,False,False,True,88,100,100,lahor,lahore,False,True
2494,town ship sector a 1, lahore city, lahore,,"['Sector A1 Sector A 1 Township, Lahore, Punjab, Pakistan', 0.0, 31.45835659999999, 74.3191542]",township sector a,lahore,lahore,False,False,True,60,100,100,lahor,lahore,False,True
2495,town union no 1, kamalia, toba tek singh,,"['Street Number 1, Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9826439, 72.4797432]",301 gb,toba tek singh,toba tek singh,False,False,True,33,38,100,kamalia,toba tek singh,False,True
2496,town union no 1, toba tek singh, toba tek singh,,"['Street Number 1, Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9826439, 72.4797432]",301 gb,toba tek singh,toba tek singh,False,True,True,33,100,100,toba tek singh,toba tek singh,True,True
2497,town union no 2, kamalia, toba tek singh,,"['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7198594, 72.64359850000001]",kamalia town,kamalia,toba tek singh,False,True,True,14,100,100,kamalia,toba tek singh,True,True
2498,town union no 2, toba tek singh, toba tek singh,,[],Not Found,Not Found,Not Found,False,False,False,-1,33,33,toba tek singh,toba tek singh,False,False
2499,town union no 3, kamalia, toba tek singh,,"['Street No 3, Housing Colony Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9661458, 72.4800884]",301 gb,toba tek singh,toba tek singh,False,False,True,36,38,100,kamalia,toba tek singh,False,True
2500,town union no 3, toba tek singh, toba tek singh,,"['Street No 3, Housing Colony Toba Tek Singh, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.9661458, 72.4800884]",301 gb,toba tek singh,toba tek singh,False,True,True,36,100,100,toba tek singh,toba tek singh,True,True
2501,town union no 4, kamalia, toba tek singh,,"['Kamalia, Toba Tek Singh District, Punjab, Pakistan', 0.0, 30.7221821, 72.64468289999999]",kamalia town,kamalia,toba tek singh,False,True,True,14,100,100,kamalia,toba tek singh,True,True
2502,town union no 5, kamalia, toba tek singh,,"['Street No 5, Pir Mahal, Toba Tek Singh District, Punjab 36300, Pakistan', 0.0, 30.7669925, 72.4338902]",670 gb,kamalia,toba tek singh,False,True,True,36,100,100,kamalia,toba tek singh,True,True
2503,town union no 6, gojra, toba tek singh,,"['Street Number 6, Gojra, Toba Tek Singh District, Punjab 56000, Pakistan', 0.0, 31.1410687, 72.6949116]",158 gb,gojra,toba tek singh,False,True,True,33,100,100,gojra,toba tek singh,True,True
2504,town union no.1, gojra, toba tek singh,,[],Not Found,Not Found,Not Found,False,False,False,-1,33,33,gojra,toba tek singh,False,False
2505,town union no.2, gojra, toba tek singh,,"['Street 2, Gojra, Toba Tek Singh District, Punjab 56000, Pakistan', 0.0, 31.1421446, 72.6978118]",158 gb,gojra,toba tek singh,False,True,True,25,100,100,gojra,toba tek singh,True,True
2506,town union no.3, gojra, toba tek singh,,"['Street No 3, Hussnia Colony Gojra, Toba Tek Singh District, Punjab 56000, Pakistan', 0.0, 31.1452463, 72.69339219999999]",158 gb,gojra,toba tek singh,False,True,True,36,100,100,gojra,toba tek singh,True,True
2507,town union no.4, gojra, toba tek singh,,"['Street No 4, Hussnia Colony Gojra, Toba Tek Singh District, Punjab 56000, Pakistan', 0.0, 31.145234, 72.6928332]",158 gb,gojra,toba tek singh,False,True,True,36,100,100,gojra,toba tek singh,True,True
2508,town union no.5, gojra, toba tek singh,,"['Gojra, Toba Tek Singh District, Punjab, Pakistan', 0.0, 31.1504688, 72.6811507]",158 gb,gojra,toba tek singh,False,True,True,20,100,100,gojra,toba tek singh,True,True
2509,"township sector a-1,a-2", allam iqbal town,lahore,,"['Sector A 1 Township, Lahore, Punjab, Pakistan', 0.0, 31.45835659999999, 74.3191542]",township sector a,lahore,lahore,False,False,True,42,33,100,lahore,lahore,True,True
2510,"township sector a-1,a-2", allama iqbal twon,lahore,,"['Sector A 1 Township, Lahore, Punjab, Pakistan', 0.0, 31.45835659999999, 74.3191542]",township sector a,lahore,lahore,False,False,True,42,33,100,lahore,lahore,True,True
2511,township uc, allam iqbal town, lahore,,"['Allama Iqbal Town, Lahore, Punjab, Pakistan', 0.0, 31.512412, 74.2844714]",sikandar block,lahore,lahore,False,False,True,27,33,100,lahore,lahore,True,True
2512,township uc, allama iqbal twon, lahore,,"['Allama Iqbal Town, Lahore, Punjab, Pakistan', 0.0, 31.512412, 74.2844714]",sikandar block,lahore,lahore,False,False,True,27,33,100,lahore,lahore,True,True
2513,tranda punno khan, rahim yar khan, rahim yar khan,,"['Tranda Siway Khan, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4791136, 70.4030228]",urban_4,rahim yar khan,rahim yar khan,False,True,True,59,100,100,rahim yar khan,rahim yar khan,True,True
2514,tranda sawaey khan, rahim yar khan, rahim yar khan,,"['Tranda Siway Khan, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.4791136, 70.4030228]",urban_4,rahim yar khan,rahim yar khan,False,True,True,76,100,100,rahim yar khan,rahim yar khan,True,True
2515,tranda saway khan, rahim yar khan, rahim yar khan,,"['Tarinda Railway Station, Khanpur-Rahim yar khan Rd, Tarinda saway khan,، Taranda Swa-e-Khan، Pakistan', 0.0, 28.4863078, 70.4018766]",urban_4,rahim yar khan,rahim yar khan,False,True,True,59,100,100,rahim yar khan,rahim yar khan,True,True
2516,umaid ali bhet, sadiqabad, rahim yar khan,,"['Ali Road, Sadiqabad, Rahim Yar Khan, Punjab, Pakistan', 0.0, 28.3032807, 70.1372402]",sadiqabad,sadiqabad,rahim yar khan,False,True,True,38,100,100,sadiqabad,rahim yar khan,True,True
2517,urban 1, dera ghazi khan, dera ghazi khan,,"['Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.0502854, 70.6353869]",paigan,dera ghazi khan,dera ghazi khan,False,True,True,43,100,100,dera ghazi khan,dera ghazi khan,True,True
2518,urban 2, arif wala, pakpattan,,"['Street 2, Ārifwāla, Pakpattan, Punjab, Pakistan', 0.0, 30.30236, 73.05241749999999]",147/eb,arifwala,pakpattan,False,False,True,43,88,100,arifwala,pakpattan,True,True
2519,urban 2, dera ghazi khan, dera ghazi khan,,"['Dera Ghazi Khan, Punjab, Pakistan', 0.0, 30.0489423, 70.645473]",paigan,dera ghazi khan,dera ghazi khan,False,True,True,43,100,100,dera ghazi khan,dera ghazi khan,True,True
2520,urban 3, arif wala, pakpattan,,"['Ārifwāla, Pakpattan, Punjab, Pakistan', 0.0, 30.2866673, 73.0582368]",147/eb,arifwala,pakpattan,False,False,True,29,88,100,arifwala,pakpattan,True,True
